draw,trend_estimate,post_break_estimate
554,0.012620860416438784,-0.028770027278841773
555,0.008770060572313425,0.003606104519099207
556,0.004611946100593501,-0.011051450829165952
557,0.01664280122976169,-0.024676481513847395
558,0.0001707035697961299,0.011823896786255339
559,-0.002469790322398558,0.01325845929364854
560,0.006477931081663776,-0.00310062504902181
561,0.003806718866423777,0.007137155223103479
562,-0.004303146796479555,0.006983024007962637
563,0.00988436353306383,-0.019779227184542055
564,0.004826927127128216,-0.023060714341747286
565,0.0005271867392666017,-0.011756429542932954
566,0.015060723405469559,-0.01592052509248429
567,-0.0021595792402962317,0.00706569776235669
568,0.007066544635511901,-0.009909385460955586
569,0.003584170208856755,-0.011912405333010464
570,-0.0005515188164841702,-0.002895409920791457
571,0.009425519269618725,-0.01677279446667963
572,-0.005430922444104008,-0.0035131943983841007
573,0.013632079399258899,-0.022076928827015174
574,0.011206836588462298,0.006056045662784337
575,0.0016580085513956226,0.017652593565962396
576,0.008559208977181744,-0.01708059941492239
577,0.012012597622028928,-0.022689777411181306
578,-0.0037925226995733415,0.022203149055886343
579,-0.006159246437886765,0.006334348633943276
580,0.016310914028220963,-0.038104348463338905
581,0.0011700964558717369,-0.014819725708709458
582,0.011315832258791913,-0.028339587234830835
583,0.003355537942468078,0.007405779895526481
584,-0.00023711512334787053,-0.0044455749359308926
585,0.000538298632306429,-0.014008752293547706
586,0.007217030179481023,-0.008269933081694401
587,0.0012238630162502689,0.004888281329175733
588,0.012973732788931908,-0.009179816903010049
589,0.006312668069712804,-0.02698701922717957
590,0.013319442760740433,-0.01564483390870426
591,0.0013928356976940972,-0.009700569107419886
592,0.0032783975197777215,-0.01766167272365664
593,0.011557116960771222,-0.019347673763140963
594,-0.0007317912944247509,-0.016703299884949577
595,0.01426882489604428,-0.02154978512916926
596,-0.0017858106581686033,0.007412698470622665
597,-0.000556711712959946,0.013077807128707923
598,-0.00041358515597702053,-0.020990759256816288
599,0.019065947227303794,-0.026645690292544544
600,0.005445945869101059,0.005392466741332244
601,0.016228383794636064,-0.016479694551122262
602,0.004746674665928912,0.0013163357264502837
603,0.0056590901622767305,-0.008943710465780085
604,0.0012110011648687885,-0.011197250355125296
605,-0.0055261698019192715,0.003273820642082613
606,0.005541411870686706,-0.023541953659777216
607,0.014122589720877734,-0.03643561475163038
608,0.003799129997662253,0.007368235492386382
609,0.008570090731830111,-0.011505823981482671
610,0.0029931906262307857,0.007572534093332216
611,0.008203022978515441,-0.013475131843482039
612,0.001821544336723522,0.008920634213784286
613,0.00429485526065896,-6.071494867591898e-05
614,-0.00889704234962223,0.03280797909382169
615,0.0036945120073478234,-0.004831823435387933
616,0.008230006867285127,-0.0169511096240853
617,-0.0024155376678853518,0.018583327686981115
618,0.008779719403277996,-0.035025054893307636
619,0.0018376474614983655,-0.007918598929078409
620,0.0005623533354779595,0.0016437240088054972
621,0.001434864859490033,-0.009418756795745423
622,0.012271149709822623,-0.02340765497241959
623,0.0017604441583413577,-0.002060689721033607
624,-0.00013895522192022836,-0.016243318782965574
625,-0.002291600277145256,-0.014814187886959068
626,0.007769885430474976,-0.00885159191005603
627,0.010885134518511332,-0.013812351453254754
628,-0.005167569755233242,0.007294737380967968
629,0.0031672468958962967,0.006356377174993051
630,0.0010686949641876189,-0.004259552869456418
631,0.002624987777558902,-0.010776398463832534
632,0.00813066733133469,-0.013396993842801672
633,0.014950889260368125,-0.04203207410015169
634,0.009726197045562934,-0.02835962255705289
635,0.0024006662106491987,-0.031075171058071283
636,0.0001320464378975674,-0.011618633017898103
637,-0.005146053873741225,0.001309226758462942
638,0.0014978878661193011,0.012590211863273186
639,0.006367283216076816,-0.02071929967692299
640,-0.00623354202183516,-0.01247685863973691
641,0.0013102698267153413,-0.016699581606151516
642,0.004546133225023476,-0.013401010988404665
643,-0.00492256826346951,0.017087078612620276
644,-0.003065278268236943,0.009083087439153736
645,-0.012260766844988013,0.020039795086919637
646,0.004919159185013632,-0.0038925836654643484
647,0.0023055663935181506,0.0036073644481800296
648,0.006711734228532046,-0.004833251050530077
649,0.0002300244337361812,0.017110933459327057
